stocksymbol,time,quantity,price
s10638,3518,2134,79
s49863,3519,1311,158
s43098,3520,3994,61
s58649,3521,8487,298
s9514,3522,3219,263
s62211,3523,1783,426
s39737,3524,4111,153
s38124,3525,4905,184
s8168,3526,1029,261
s35467,3527,3389,368
s39006,3528,9583,313
s9513,3529,257,206
s22000,3530,7212,375
s15727,3531,2932,244
s30436,3532,4387,394
s49023,3533,8466,325
s30072,3534,7723,490
s27719,3535,9461,91
s5585,3536,7090,169
s68527,3537,9853,138
s24001,3538,1921,290
s58424,3539,3398,76
s39825,3540,7302,172
s48520,3541,4087,493
s15144,3542,4916,444
s24901,3543,4443,150
s13334,3544,4167,97
s4046,3545,4941,188
s59365,3546,8276,304
s20645,3547,4244,430
s1216,3548,709,468
s1228,3549,7358,271
s23515,3550,1789,293
s15549,3551,3020,275
s25599,3552,3324,454
s68403,3553,8328,396
s29984,3554,4407,121
s3186,3555,9279,360
s44885,3556,3090,356
s43570,3557,7295,125
s36385,3558,9728,454
s13073,3559,348,352
s3570,3560,2649,229
s56095,3561,5566,306
s27206,3562,7449,194
s5369,3563,7991,368
s29829,3564,9539,381
s36313,3565,3502,70
s61618,3566,4480,62
s48096,3567,9269,397
s14818,3568,5589,217
s22320,3569,5458,432
s20994,3570,1122,435
s28198,3571,6483,286
s10076,3572,8306,159
s4783,3573,5809,303
s123,3574,5715,247
s8852,3575,2523,289
s30528,3576,6715,353
s28755,3577,542,81
s53223,3578,8049,59
s34009,3579,4502,328
s21544,3580,4999,334
s64684,3581,8198,251
s60344,3582,6118,400
s16219,3583,3311,85
s8515,3584,4372,272
s61366,3585,9696,192
s11098,3586,419,297
s60757,3587,7651,369
s67776,3588,9348,51
s65843,3589,1248,77
s21642,3590,1498,85
s26914,3591,3718,438
s66418,3592,8801,103
s57006,3593,4735,254
s7518,3594,5678,74
s27465,3595,238,239
s69656,3596,179,141
s4176,3597,7901,437
s40091,3598,7810,253
s51373,3599,1414,191
s22345,3600,5815,485
s64300,3601,1492,485
s34127,3602,5395,77
s52712,3603,5681,431
s32055,3604,1818,290
s42641,3605,2418,318
s11737,3606,3672,168
s65628,3607,4002,369
s57586,3608,9814,286
s66106,3609,6202,291
s302,3610,7450,96
s63129,3611,310,468
s4147,3612,6704,403
s55588,3613,4732,106
s3127,3614,584,176
s42388,3615,9229,251
s62722,3616,2802,373
s10444,3617,3217,330
s35435,3618,3263,240
s21685,3619,9678,485
s19927,3620,2383,466
s69959,3621,2005,378
s45309,3622,4956,55
s8057,3623,7481,72
s26738,3624,4592,241
s65213,3625,3653,150
s580,3626,2325,139
s54792,3627,6677,132
s19611,3628,4334,50
s28820,3629,7579,143
s45548,3630,1857,294
s3560,3631,4918,367
s40551,3632,418,353
s22954,3633,746,491
s29279,3634,4882,207
s19624,3635,9182,158
s35427,3636,7890,190
s40436,3637,558,430
s24777,3638,2223,117
s51582,3639,9296,86
s45941,3640,3507,260
s24527,3641,2445,71
s21643,3642,3963,452
s17864,3643,1819,248
s61672,3644,6395,122
s59382,3645,7557,368
s8894,3646,2844,171
s35566,3647,2274,463
s69302,3648,6330,281
s61819,3649,8504,292
s51042,3650,464,126
s69138,3651,8323,337
s16392,3652,4147,76
s69978,3653,8265,312
s613,3654,4603,309
s24789,3655,1843,256
s2717,3656,9906,215
s38080,3657,1243,402
s13597,3658,6826,456
s49325,3659,4793,376
s63333,3660,6930,213
s16394,3661,1138,303
s56978,3662,2061,144
s17446,3663,6827,378
s28792,3664,1612,372
s64760,3665,1464,343
s2567,3666,2360,413
s16238,3667,7867,115
s15531,3668,5466,266
s6192,3669,3269,477
s57496,3670,2783,81
s33046,3671,9328,105
s8586,3672,7000,409
s43665,3673,9301,379
s52612,3674,5681,158
s22165,3675,8776,353
s62344,3676,6422,403
s26965,3677,4109,100
s18656,3678,1010,361
s28573,3679,3720,74
s17816,3680,1819,260
s29765,3681,3413,427
s45871,3682,6088,173
s28898,3683,905,413
s44258,3684,7650,176
s19086,3685,5069,364
s15689,3686,7104,263
s57160,3687,2110,131
s42682,3688,3361,453
s55301,3689,7135,216
s14071,3690,2214,457
s16945,3691,9906,367
s47138,3692,6719,143
s59241,3693,5609,248
s29817,3694,3850,234
s14209,3695,8632,482
s26969,3696,1939,495
s22522,3697,5164,147
s20445,3698,1127,252
s56248,3699,7482,500
s55397,3700,3892,164
s61996,3701,7136,184
s17318,3702,6685,212
s12607,3703,1722,355
s41610,3704,276,83
s42258,3705,9465,340
s9529,3706,2638,213
s59193,3707,7396,127
s36490,3708,5936,96
s6310,3709,6990,208
s6558,3710,1558,382
s43686,3711,1365,101
s26242,3712,7421,209
s34800,3713,9294,149
s41803,3714,6786,260
s41663,3715,8554,365
s28187,3716,6860,331
s44265,3717,460,321
s7608,3718,9736,409
s33923,3719,3165,261
s11675,3720,6740,51
s35742,3721,607,492
s44846,3722,1642,481
s6667,3723,7962,407
s69335,3724,8928,79
s61681,3725,7788,235
s17182,3726,8556,364
s26959,3727,1970,487
s6776,3728,8909,269
s61895,3729,516,315
s43588,3730,9299,273
s45611,3731,9819,254
s21451,3732,9022,263
s10011,3733,2311,486
s67237,3734,8456,487
s4069,3735,932,472
s24929,3736,4430,133
s65442,3737,3974,218
s6175,3738,5745,370
s10384,3739,8925,73
s54815,3740,7565,353
s69390,3741,9584,491
s50447,3742,638,98
s14249,3743,8211,92
s51710,3744,6942,414
s60643,3745,4142,447
s44829,3746,4139,237
s43159,3747,5259,418
s3168,3748,7889,161
s412,3749,8639,267
s65258,3750,7142,443
s66676,3751,5137,434
s57679,3752,8583,473
s3925,3753,4773,87
s26505,3754,8785,64
s49841,3755,542,56
s64824,3756,3280,155
s23348,3757,2910,283
s19606,3758,5746,196
s55766,3759,5060,138
s51838,3760,2027,476
s36847,3761,2561,305
s18754,3762,3580,292
s47303,3763,3007,341
s46253,3764,7671,486
s67405,3765,2202,308
s59455,3766,7743,382
s31130,3767,3543,430
s4078,3768,7524,179
s9414,3769,8987,239
s11774,3770,7647,375
s24714,3771,3638,92
s27437,3772,9842,132
s9411,3773,8330,220
s7698,3774,2765,385
s14191,3775,9408,499
s27727,3776,4454,244
s28037,3777,4011,190
s41931,3778,9173,261
s66195,3779,462,347
s66338,3780,5842,368
s295,3781,6463,93
s7651,3782,573,443
s33158,3783,9038,397
s39110,3784,7624,486
s47382,3785,5449,371
s14264,3786,9472,462
s10911,3787,5425,336
s66411,3788,6068,109
s2301,3789,3594,453
s1522,3790,570,277
s44581,3791,945,176
s47773,3792,2036,290
s65835,3793,5529,418
s37931,3794,690,484
s36731,3795,9723,430
s5134,3796,8445,295
s16577,3797,6088,338
s40098,3798,6535,102
s57543,3799,546,124
s39326,3800,493,461
s36442,3801,5742,275
s4884,3802,456,170
s18090,3803,5149,486
s67678,3804,9040,307
s29947,3805,393,242
s47949,3806,6018,97
s33748,3807,3694,234
s31196,3808,8482,118
s64019,3809,9212,187
s59075,3810,7951,299
s27818,3811,6766,464
s52884,3812,5823,493
s2060,3813,2393,207
s30640,3814,1424,333
s23959,3815,7259,80
s12225,3816,1780,449
s39091,3817,2669,197
s60948,3818,7453,306
s4041,3819,7114,409
s19915,3820,7147,58
s4000,3821,7594,263
s67893,3822,579,450
s51843,3823,3522,351
s60601,3824,2864,199
s33606,3825,9399,317
s40130,3826,4543,133
s18843,3827,2816,118
s53150,3828,4739,128
s42280,3829,5523,54
s33125,3830,8081,90
s30041,3831,4841,147
s5176,3832,2900,355
s51170,3833,4307,81
s7259,3834,4488,436
s11674,3835,662,186
s10230,3836,9691,128
s47559,3837,2371,460
s4671,3838,1298,312
s13892,3839,1259,142
s34159,3840,1113,136
s61608,3841,8830,90
s58091,3842,8363,121
s22671,3843,6354,449
s17889,3844,8034,140
s31386,3845,8160,320
s60084,3846,9424,321
s36807,3847,6591,129
s3100,3848,9519,342
s5449,3849,1540,303
s26027,3850,3372,127
s17638,3851,6763,144
s41881,3852,8614,54
s22824,3853,7037,183
s22761,3854,1313,415
s63346,3855,5752,239
s3195,3856,3247,270
s52897,3857,5184,481
s53845,3858,2526,242
s293,3859,663,163
s13594,3860,7348,491
s10778,3861,5345,161
s26658,3862,2662,362
s49554,3863,3671,370
s15077,3864,8845,484
s8108,3865,8776,183
s7459,3866,2030,387
s6880,3867,6001,356
s10048,3868,1210,462
s11113,3869,442,325
s28141,3870,4382,367
s58792,3871,6139,156
s57707,3872,9258,492
s59632,3873,2028,472
s14128,3874,8545,209
s40425,3875,5354,472
s31077,3876,3961,225
s44634,3877,5322,325
s57872,3878,9049,419
s31710,3879,5736,371
s42957,3880,6314,216
s28235,3881,7420,444
s65269,3882,5669,57
s31693,3883,3415,482
s47600,3884,4869,293
s38676,3885,2508,449
s56006,3886,6497,230
s30394,3887,6301,124
s41817,3888,3847,458
s62525,3889,3904,462
s59545,3890,8063,121
s11587,3891,6910,287
s51247,3892,9872,454
s7538,3893,3158,123
s31320,3894,4750,220
s43921,3895,3442,205
s51797,3896,3735,247
s17119,3897,5521,422
s63057,3898,6321,84
s31299,3899,287,114
s68142,3900,2838,106
s19641,3901,6369,307
s16337,3902,5413,236
s21852,3903,8710,390
s42061,3904,9332,119
s65780,3905,708,378
s37851,3906,4867,332
s15856,3907,1585,379
s44794,3908,2637,107
s51965,3909,4234,483
s37356,3910,9257,346
s46005,3911,910,249
s1613,3912,6126,295
s24233,3913,2750,450
s62999,3914,5440,270
s11616,3915,6703,270
s34872,3916,2948,104
s1531,3917,1963,63
s36630,3918,6887,312
s24317,3919,7104,470
s62147,3920,5131,354
s42412,3921,3889,124
s30159,3922,1234,294
s13127,3923,5091,401
s37402,3924,2723,473
s6855,3925,5646,468
s6052,3926,5526,411
s50760,3927,7213,386
s32859,3928,3607,248
s26096,3929,3560,481
s28699,3930,3387,313
s11488,3931,1175,499
s63574,3932,8747,234
s45740,3933,1136,457
s39385,3934,2103,378
s20589,3935,7240,341
s40967,3936,7448,182
s28142,3937,4410,449
s68910,3938,4012,138
s24159,3939,9131,78
s48641,3940,7494,278
s39984,3941,2475,110
s27136,3942,5212,385
s45370,3943,1085,81
s61077,3944,9306,237
s14982,3945,3094,213
s8638,3946,4674,192
s24681,3947,4219,352
s59957,3948,6529,386
s66659,3949,7210,359
s36916,3950,9744,135
s42538,3951,8795,126
s59595,3952,7442,451
s48114,3953,6121,451
s65881,3954,3571,268
s66549,3955,7128,57
s47372,3956,7656,219
s65371,3957,5210,125
s11743,3958,7614,326
s37080,3959,7397,370
s49444,3960,9742,59
s6629,3961,2527,411
s7809,3962,1990,415
s18410,3963,8127,295
s8356,3964,5789,372
s66101,3965,8628,472
s23067,3966,5401,114
s39344,3967,7084,270
s68473,3968,8165,447
s39634,3969,8354,490
s22692,3970,7620,499
s11100,3971,3776,404
s13826,3972,7646,269
s14853,3973,747,288
s13511,3974,3248,278
s53641,3975,1453,272
s5127,3976,6181,454
s13588,3977,8891,292
s56675,3978,8597,396
s30187,3979,7570,318
s7945,3980,7285,333
s15807,3981,323,305
s17924,3982,2397,198
s26042,3983,1679,84
s34891,3984,9591,73
s47233,3985,4231,87
s42382,3986,9313,358
s545,3987,3583,378
s30068,3988,8349,430
s31337,3989,1468,359
s52483,3990,8946,439
s6547,3991,3280,413
s17901,3992,2422,308
s44319,3993,6544,224
s3294,3994,6283,82
s38539,3995,8948,297
s68918,3996,6540,254
s3145,3997,3726,258
s64690,3998,859,376
s69166,3999,1993,156
s67568,4000,9578,238
s20704,4001,2199,213
s36629,4002,6431,392
s25259,4003,2838,478
s55871,4004,6659,61
s13280,4005,5108,361
s20027,4006,2993,368
s22923,4007,9133,188
s68214,4008,7995,326
s30143,4009,4609,459
s39679,4010,648,436
s63138,4011,1673,371
s11834,4012,1641,392
s33637,4013,3144,136
s44027,4014,9863,275
s11707,4015,7166,228
s16602,4016,7891,218
s19862,4017,7883,179
s36053,4018,4509,432
s30951,4019,1248,423
s44515,4020,4360,106
s30713,4021,3439,148
s13562,4022,9644,290
s22823,4023,6989,204
s41652,4024,2597,100
s24049,4025,9646,58
s55163,4026,5314,163
s13337,4027,8017,303
s43052,4028,4223,54
s21039,4029,8644,158
s46183,4030,3170,262
s14389,4031,6815,196
s3455,4032,5782,398
s63257,4033,6057,153
s56668,4034,2233,417
s61386,4035,1804,190
s42784,4036,4618,416
s16714,4037,7951,415
s66688,4038,6529,406
s56463,4039,6627,310
s43943,4040,3071,379
s56781,4041,1129,137
s4220,4042,6572,441
s48621,4043,229,286
s47389,4044,5583,160
s64054,4045,5771,75
s27573,4046,7564,417
s20095,4047,3130,346
s28599,4048,3906,249
s15445,4049,250,143
s59657,4050,5003,403
s66799,4051,6572,220
s26828,4052,6288,394
s52369,4053,9529,224
s40138,4054,3410,486
s35975,4055,3242,365
s34385,4056,1704,350
s63986,4057,9279,260
s43924,4058,9108,267
s69746,4059,4234,105
s15706,4060,5735,143
s56456,4061,2345,456
s36236,4062,3025,458
s23582,4063,3054,406
s59722,4064,391,120
s47765,4065,9892,193
s31434,4066,5353,256
s2084,4067,2425,389
s12916,4068,2065,462
s56111,4069,4800,103
s5757,4070,2798,468
s1472,4071,5381,362
s24492,4072,7158,342
s5700,4073,4123,54
s5616,4074,6084,328
s39822,4075,4782,375
s15322,4076,1479,268
s10795,4077,6241,313
s46171,4078,1295,147
s69347,4079,1095,115
s65900,4080,2740,257
s37535,4081,2556,400
s48570,4082,6840,433
s15297,4083,5751,137
s65473,4084,5865,84
s37274,4085,7262,92
s31048,4086,2868,369
s52006,4087,7791,104
s27600,4088,5108,421
s6471,4089,8734,214
s64207,4090,2397,308
s28359,4091,9867,174
s5150,4092,6435,293
s20636,4093,3331,264
s7048,4094,6196,431
s52314,4095,827,325
s30357,4096,5069,150
s54412,4097,2817,132
s43205,4098,1800,215
s34477,4099,9076,253
s63838,4100,6933,325
s22531,4101,7918,103
s60743,4102,3200,164
s48616,4103,6316,110
s10185,4104,1941,284
s50363,4105,9333,147
s28778,4106,2498,496
s8885,4107,1879,99
s11306,4108,7079,410
s33119,4109,5839,222
s40640,4110,2397,405
s33520,4111,8189,195
s33703,4112,7066,308
s62772,4113,9577,444
s57489,4114,5001,478
s61809,4115,1860,112
s9978,4116,5897,120
s47626,4117,9272,167
s58180,4118,7940,221
s50355,4119,133,255
s19721,4120,4694,290
s33088,4121,3474,249
s28337,4122,7733,110
s62919,4123,5851,81
s4227,4124,4476,483
s14348,4125,4937,253
s24279,4126,3037,286
s64399,4127,995,186
s67845,4128,3810,158
s17529,4129,7252,406
s44695,4130,3204,303
s23055,4131,1741,66
s50814,4132,1185,305
s5800,4133,7110,150
s62502,4134,3017,137
s38599,4135,4938,375
s49371,4136,318,375
s45067,4137,8190,456
s37244,4138,8657,181
s5504,4139,5444,160
s4319,4140,9975,260
s16949,4141,1026,274
s11304,4142,5434,175
s13375,4143,3161,196
s11758,4144,664,97
s52696,4145,9238,354
s48766,4146,3697,412
s1762,4147,1238,469
s10298,4148,8189,146
s5940,4149,5337,105
s23712,4150,1640,313
s3611,4151,1505,229
s31388,4152,5384,284
s22986,4153,3573,355
s14380,4154,7381,301
s38485,4155,5540,277
s27265,4156,2221,71
s2976,4157,6934,55
s33545,4158,6826,341
s5326,4159,8747,314
s52232,4160,1015,443
s39338,4161,3818,362
s21795,4162,7370,168
s10961,4163,7993,284
s33111,4164,4514,65
s31525,4165,5724,164
s20164,4166,1428,211
s43872,4167,6228,293
s19659,4168,7158,304
s39636,4169,7641,434
s19891,4170,8455,285
s35618,4171,8927,230
s37731,4172,1424,198
s9056,4173,3617,150
s25970,4174,4873,131
s3531,4175,571,79
s34316,4176,8557,397
s39305,4177,3802,256
s13654,4178,4591,427
s1015,4179,3414,405
s12194,4180,9643,349
s13088,4181,7121,77
s60993,4182,1777,228
s13030,4183,286,342
s18300,4184,7533,465
s26235,4185,4491,196
s6281,4186,9634,119
s57717,4187,4128,123
s58563,4188,7475,436
s69543,4189,8700,305
s36360,4190,9276,237
s8075,4191,7855,317
s25737,4192,4272,468
s25136,4193,6199,261
s1854,4194,9950,243
s22448,4195,7562,437
s59484,4196,5445,255
s54293,4197,1145,452
s24902,4198,8457,230
s11173,4199,110,327
s18775,4200,4008,66
s28789,4201,5033,461
s59014,4202,8092,376
s57097,4203,805,291
s20214,4204,6058,256
s28048,4205,5958,265
s30324,4206,5907,402
s36816,4207,6791,274
s58650,4208,5644,210
s62496,4209,4703,329
s43566,4210,7403,418
s34967,4211,9912,482
s48518,4212,6032,194
s4941,4213,9105,116
s1959,4214,6458,122
s23631,4215,6119,441
s15370,4216,1394,248
s32540,4217,9404,371
s35902,4218,9327,378
s64795,4219,6090,175
s2243,4220,8921,487
s28936,4221,7516,115
s62237,4222,8870,61
s48158,4223,5753,457
s6329,4224,9079,141
s44266,4225,4574,428
s12126,4226,341,155
s5441,4227,4895,62
s19467,4228,6013,418
s44900,4229,4442,451
s34079,4230,7918,95
s30935,4231,569,71
s14087,4232,7257,461
s21985,4233,7465,340
s29081,4234,7904,242
s5777,4235,9135,146
s34063,4236,4697,423
s21645,4237,3103,461
s22683,4238,5351,377
s24047,4239,3666,402
s69098,4240,7268,113
s1632,4241,9391,297
s60313,4242,6861,290
s30774,4243,1559,72
s66856,4244,6424,497
s30752,4245,7658,444
s2998,4246,3038,142
s22575,4247,3443,305
s41244,4248,6728,357
s50642,4249,6165,159
s2816,4250,9072,375
s36675,4251,3802,300
s10370,4252,8804,414
s32596,4253,7167,421
s31458,4254,5080,417
s21785,4255,255,381
s47346,4256,2775,339
s28492,4257,397,235
s52976,4258,7656,453
s27993,4259,6493,488
s56570,4260,5848,350
s32885,4261,4683,361
s12766,4262,5851,210
s42929,4263,1226,415
s64435,4264,6544,173
s38050,4265,840,377
s65612,4266,2028,282
s66448,4267,2782,331
s57538,4268,9695,192
s49097,4269,145,417
s63609,4270,659,314
s56878,4271,3900,92
s52940,4272,3062,411
s46186,4273,3278,207
s48238,4274,6222,54
s67308,4275,4559,425
s33167,4276,8862,282
s65194,4277,4680,375
s41777,4278,6595,142
s61443,4279,3827,466
s9768,4280,2351,177
s38797,4281,8902,481
s27659,4282,3858,166
s12459,4283,3171,310
s59769,4284,2744,384
s32039,4285,2065,285
s17160,4286,5461,435
s10013,4287,2225,359
s43138,4288,5323,171
s45820,4289,9261,473
s26450,4290,7348,486
s68535,4291,5351,328
s3631,4292,9895,194
s4836,4293,1948,53
s47457,4294,232,253
s46628,4295,6990,406
s22520,4296,1419,265
s44574,4297,220,320
s32724,4298,9110,133
s8592,4299,2251,478
s4654,4300,8388,179
s20988,4301,7495,261
s13082,4302,5251,162
s1648,4303,5190,162
s55376,4304,6722,377
s56954,4305,5816,101
s8549,4306,908,496
s47856,4307,1841,359
s46787,4308,9861,244
s69892,4309,4479,53
s35819,4310,2754,328
s2627,4311,3828,283
s53885,4312,5475,165
s18295,4313,3978,466
s69619,4314,6558,388
s1441,4315,7003,356
s28,4316,1331,385
s8345,4317,4105,465
s34798,4318,2394,182
s44247,4319,458,354
s5669,4320,1068,443
s25779,4321,1960,458
s1550,4322,1230,128
s2809,4323,8577,199
s23331,4324,3567,470
s22305,4325,8067,495
s14886,4326,8831,266
s58553,4327,3525,431
s17233,4328,7774,385
s59505,4329,5312,388
s12316,4330,2134,60
s64017,4331,558,471
s27115,4332,263,393
s33302,4333,5549,456
s55241,4334,5804,160
s56457,4335,3430,331
s68921,4336,7615,223
s22715,4337,9080,52
s22803,4338,8212,298
s32446,4339,1492,125
s32178,4340,5825,240
s62787,4341,1270,399
s19639,4342,3397,57
s43680,4343,5808,480
s62540,4344,5247,414
s54205,4345,5516,492
s30999,4346,3635,90
s66260,4347,1825,480
s23175,4348,1803,463
s28228,4349,2831,173
s55935,4350,3343,337
s64506,4351,3433,445
s63496,4352,3641,417
s46322,4353,833,305
s242,4354,884,97
s54002,4355,2082,115
s65580,4356,4810,72
s62393,4357,549,498
s14526,4358,4193,359
s55815,4359,6634,264
s60010,4360,8143,443
s1656,4361,2723,252
s10769,4362,1676,182
s31959,4363,7832,70
s58093,4364,8993,258
s16509,4365,580,123
s26578,4366,5126,77
s10555,4367,8449,242
s39954,4368,8742,108
s17334,4369,1556,475
s1517,4370,4358,432
s36791,4371,5536,417
s43397,4372,9190,77
s49129,4373,8265,258
s64212,4374,394,60
s53921,4375,5309,115
s3389,4376,3121,60
s30536,4377,6719,92
s24921,4378,1835,184
s30158,4379,2776,239
s49312,4380,1375,265
s5723,4381,5619,79
s69609,4382,6278,246
s50937,4383,5721,253
s29353,4384,4296,447
s56941,4385,3059,446
s24151,4386,6675,412
s24343,4387,9798,412
s29736,4388,2266,128
s21353,4389,2336,307
s10551,4390,2555,395
s54781,4391,4212,100
s52430,4392,9929,390
s11646,4393,8244,315
s2518,4394,4780,111
s15388,4395,8602,57
s60914,4396,9679,164
s44334,4397,7553,422
s47907,4398,8294,469
s39255,4399,5710,264
s27000,4400,8266,133
s41703,4401,5933,232
s45974,4402,3937,283
s17990,4403,4165,317
s11655,4404,1552,284
s57592,4405,7541,252
s55840,4406,4295,411
s15980,4407,7692,182
s58063,4408,380,487
s21895,4409,7112,222
s28530,4410,8988,318
s2786,4411,5444,174
s21077,4412,3435,484
s3402,4413,1312,149
s49425,4414,9891,144
s62189,4415,731,448
s63696,4416,4910,492
s18375,4417,3090,159
s19867,4418,1698,449
s51951,4419,4486,234
s13143,4420,2599,176
s47181,4421,6095,363
s20586,4422,8262,100
s3969,4423,2438,405
s11138,4424,5279,203
s50978,4425,1414,85
s39010,4426,4262,216
s11592,4427,1819,409
s9343,4428,6798,168
s51255,4429,2489,221
s16803,4430,9861,432
s4974,4431,8082,190
s895,4432,5940,345
s62803,4433,7124,168
s8335,4434,9524,58
s21734,4435,3138,487
s53776,4436,3425,422
s17223,4437,6863,315
s32388,4438,8350,269
s68111,4439,7280,274
s14636,4440,2579,215
s2814,4441,2558,333
s64396,4442,9149,290
s20480,4443,4042,239
s8245,4444,6287,130
s30915,4445,2811,247
s19702,4446,8087,77
s1893,4447,3830,318
s28364,4448,5765,223
s36176,4449,448,210
s1770,4450,8108,384
s40693,4451,3612,223
s1849,4452,8038,183
s45115,4453,5491,341
s30420,4454,2147,60
s50249,4455,3705,347
s31060,4456,2495,357
s60821,4457,5618,213
s37830,4458,1933,89
s66161,4459,619,453
s64762,4460,1395,449
s57770,4461,3911,415
s29553,4462,8795,396
s60621,4463,6825,236
s51335,4464,2275,79
s67057,4465,9996,125
s24435,4466,4698,338
s45776,4467,7454,170
s24758,4468,1540,124
s58798,4469,9104,63
s61201,4470,4142,151
s66899,4471,3886,55
s37675,4472,2524,76
s24218,4473,8180,445
s57993,4474,2921,246
s3871,4475,4038,275
s68959,4476,8126,435
s37607,4477,4106,96
s35607,4478,5615,422
s25800,4479,6999,61
s28146,4480,1010,144
s19103,4481,1737,266
s19050,4482,1660,481
s418,4483,5089,337
s52555,4484,3917,416
s46899,4485,9400,428
s29130,4486,1833,464
s61516,4487,5859,447
s30298,4488,7961,171
s22088,4489,9948,124
s10663,4490,4079,422
s55936,4491,7563,262
s17493,4492,5611,310
s30812,4493,9819,317
s10323,4494,3592,261
s52482,4495,807,143
s45232,4496,5697,411
s52489,4497,6472,237
s36005,4498,5893,194
s7250,4499,7137,355
s41372,4500,1058,438
s26338,4501,7691,305
s34900,4502,3670,444
s26117,4503,2404,467
s49313,4504,5461,81
s23936,4505,9772,193
s46674,4506,5824,171
s53265,4507,1731,311
s26292,4508,4837,413
s25704,4509,8893,99
s11079,4510,7236,169
s50107,4511,6637,281
s33161,4512,2728,469
s43899,4513,1915,202
s21812,4514,1190,230
s64950,4515,8978,460
s11122,4516,8444,406
s57465,4517,1223,117
s14984,4518,6367,250
s21187,4519,4968,89
s45900,4520,7069,145
s20100,4521,7392,266
s57,4522,1788,175
s62925,4523,447,371
s35384,4524,7818,189
s1313,4525,5659,405
s54276,4526,2609,82
s11817,4527,2656,344
s24573,4528,9931,468
s54571,4529,4969,71
s33989,4530,9721,202
s49928,4531,8666,263
s29705,4532,4798,97
s21457,4533,9182,89
s19868,4534,3808,72
s20667,4535,349,168
s35477,4536,488,81
s1581,4537,3338,424
s65465,4538,8360,438
s40877,4539,8421,304
s10997,4540,4440,62
s20528,4541,9398,328
s66416,4542,2695,214
s68232,4543,8208,488
s32979,4544,8689,480
s68058,4545,5402,335
s12869,4546,7184,420
s41950,4547,1105,329
s51953,4548,3641,79
s39690,4549,5610,176
s59026,4550,7214,318
s39970,4551,5780,116
s1555,4552,5693,493
s16977,4553,3521,473
s12430,4554,653,226
s46489,4555,6290,288
s57632,4556,9271,105
s13758,4557,5045,451
s23240,4558,9900,51
s30229,4559,2459,243
s19375,4560,3416,170
s52854,4561,9206,341
s61645,4562,5432,419
s13571,4563,929,461
s31301,4564,6284,202
s19035,4565,1707,54
s10935,4566,1123,370
s35056,4567,5300,429
s65402,4568,9823,303
s609,4569,4920,152
s10383,4570,9917,321
s39777,4571,1042,310
s16377,4572,4154,238
s6088,4573,3017,142
s53143,4574,2953,110
s68643,4575,9390,301
s48720,4576,7997,51
s59601,4577,7429,421
s36810,4578,4801,327
s10035,4579,4226,471
s48402,4580,5315,63
s33346,4581,4946,333
s46382,4582,6709,116
s23283,4583,5691,383
s35509,4584,6390,63
s18981,4585,4935,219
s2654,4586,6236,51
s54835,4587,6343,92
s58364,4588,6668,234
s48113,4589,3555,421
s8776,4590,2945,287
s47515,4591,8644,183
s60234,4592,3967,483
s63591,4593,7883,405
s3080,4594,8168,148
s8351,4595,5988,239
s14365,4596,1235,422
s54178,4597,1440,105
s39189,4598,9534,304
s54084,4599,446,219
s29667,4600,2103,438
s47429,4601,4834,421
s41847,4602,2618,487
s34823,4603,9216,432
s44958,4604,5757,471
s2649,4605,3339,100
s11661,4606,6595,244
s3550,4607,1341,338
s46573,4608,4804,125
s19628,4609,5203,442
s41399,4610,6894,364
s13608,4611,1717,253
s52923,4612,1658,235
s61361,4613,4351,417
s59535,4614,8627,425
s50505,4615,1783,471
s56148,4616,7207,370
s20595,4617,3818,383
s53275,4618,831,433
s24338,4619,2852,341
s39194,4620,2969,492
s35720,4621,7764,403
s63840,4622,2123,309
s40466,4623,991,435
s42095,4624,7277,164
s63341,4625,9118,228
s35518,4626,9399,243
s49610,4627,5142,108
s69536,4628,6912,495
s11110,4629,950,451
s46595,4630,9376,160
s32251,4631,2006,322
s32940,4632,145,277
s1643,4633,8298,241
s68123,4634,2138,333
s19736,4635,3454,272
s57382,4636,9628,176
s24481,4637,8633,309
s44991,4638,9413,252
s41993,4639,4943,373
s56446,4640,9693,255
s52562,4641,7284,161
s61993,4642,5173,377
s46774,4643,4819,350
s63995,4644,8816,157
s22452,4645,1957,417
s55550,4646,4845,432
s640,4647,7110,342
s8163,4648,1657,102
s32291,4649,9229,387
s65346,4650,4056,222
s45434,4651,2136,499
s12541,4652,7166,455
s448,4653,9963,267
s34841,4654,7470,69
s49927,4655,5173,337
s1297,4656,8160,352
s5561,4657,8681,476
s34481,4658,9643,126
s36727,4659,9395,76
s62952,4660,8608,230
s40163,4661,5827,279
s68540,4662,682,350
s51796,4663,8693,310
s17717,4664,8857,330
s26692,4665,1171,71
s23492,4666,2594,269
s38636,4667,3816,151
s41478,4668,1524,342
s50596,4669,9674,339
s7786,4670,9911,50
s15885,4671,7801,463
s68805,4672,589,420
s19205,4673,5188,486
s7934,4674,3958,287
s23574,4675,7730,211
s4185,4676,7935,189
s5121,4677,9487,485
s22830,4678,5363,370
s53311,4679,8660,248
s36282,4680,5814,460
s24254,4681,8054,105
s48768,4682,1299,307
s61557,4683,8328,56
s17913,4684,1118,307
s18546,4685,2463,165
s17825,4686,7602,202
s35371,4687,1283,197
s31512,4688,5773,215
s53514,4689,3965,241
s14572,4690,448,233
s69639,4691,1294,363
